campagne;campagne_(filtres);nom;format;etat;PAD;date_de_debut_prevue;date_de_fin_prevue;annonceur;Responsable commercial;volume_total_prevu;Groupe d'insertions
MAC DONALD'S  - 59821;MAC DONALD'S  - 59821;DTJ - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;8000;20-RESEAU ASB-INTERSTITIEL RG
MAC DONALD'S  - 59821;MAC DONALD'S  - 59821;INTERSTITIEL SUR APP ACTU REUNION;INTERSTITIEL;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;10000;20-RESEAU ASB-INTERSTITIEL RG
MAC DONALD'S  - 59821;MAC DONALD'S  - 59821;OR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;50000;20-RESEAU ASB-INTERSTITIEL RG
MAC DONALD'S  - 59821;MAC DONALD'S  - 59821;INTERSTITIEL SUR APP LINFO/AR;INTERSTITIEL;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;34000;20-RESEAU ASB-INTERSTITIEL RG
MAC DONALD'S  - 59821;MAC DONALD'S  - 59821;AR - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;98000;20-RESEAU ASB-INTERSTITIEL RG
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;DTJ 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;18000;2020 RESEAU ASB HABILLAGE RG HORS OR
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;AR 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;432000;2020 RESEAU ASB HABILLAGE RG HORS OR
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;MASTHEAD SUR APPLI ACTU REUNION;MASTHEAD;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;22500;2020 RESEAU ASB MASTHEAD RG
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;OR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;112500;2020 RESEAU ASB MASTHEAD RG
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;MASTHEAD SUR APPLI AR/LINFO;MASTHEAD;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;76500;2020 RESEAU ASB MASTHEAD RG
MAC DONALD'S GRAND CHICAGO - 62062;MAC DONALD'S GRAND CHICAGO - 62062;AR 2020 - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;09/09/2020;20/09/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;238500;2020 RESEAU ASB MASTHEAD RG
MAIRIE DU PORT PRODUCTION - 60573;MAIRIE DU PORT PRODUCTION - 60573;production d'un spot en infographie;-;Reservee;Non;20/07/2020;20/07/2020;MAIRIE DU PORT;BONJOUR Cyrille;0;
MANEO - 61362;MANEO - 61362;INSTREAM 30S TF1;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;29756;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
MANEO - 61362;MANEO - 61362;INSTREAM 30S M6;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;25289;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
MANEO - 61362;MANEO - 61362;INSTREAM 30S AR/LINFO;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;95416;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
MANEO - 61362;MANEO - 61362;INSTREAM 30S DAILYMOTION;INSTREAM;Confirmee;Non;05/10/2020;18/10/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;28670;INSTREAM 30S AR/LINFO/TF1/M6/DAILYMOTION
MANEO PARR KOH LANTA - 61184;MANEO PARR KOH LANTA - 61184;PORTAIL ART 2014 - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;29/08/2020;28/11/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;2987560;
MANEO PARR KOH LANTA - 61184;MANEO PARR KOH LANTA - 61184;PORTAIL ART 2014 - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;29/08/2020;28/11/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;422461;
MANEO PARR KOH LANTA - 61184;MANEO PARR KOH LANTA - 61184;PORTAIL ART 2014 - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;29/08/2020;28/11/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;5382709;
MANEO PARR KOH LANTA - 61184;MANEO PARR KOH LANTA - 61184;PORTAIL ART 2014 - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;29/08/2020;28/11/2020;CENTRE OPTIQUE.FR;VIRAMOUTOU David;414450;
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;1 PUBLICATION FACEBOOK DE PROMOTION DU DOSSIER;-;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;0;
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;NATIVE ADS DE PROMOTION DU DOSSIER EN HP LINFO.RE;NATIVE ADS;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;50000;
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;4000;2020 RESEAU ASB GRAND ANGLE RG+
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;30000;2020 RESEAU ASB GRAND ANGLE RG+
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;16000;2020 RESEAU ASB GRAND ANGLE RG+
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;50000;2020 RESEAU ASB GRAND ANGLE RG+
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;DTJ 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;4000;2020 RESEAU ASB HABILLAGE RG HORS OR
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;AR 2020 - RG RESEAU ARP - HABILLAGE - Habillage - Taille variable selon le site;HABILLAGE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;96000;2020 RESEAU ASB HABILLAGE RG HORS OR
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;6000;2020 RESEAU ASB INTERSTITIEL RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;7500;2020 RESEAU ASB INTERSTITIEL RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;37500;2020 RESEAU ASB INTERSTITIEL RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;25500;2020 RESEAU ASB INTERSTITIEL RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;73500;2020 RESEAU ASB INTERSTITIEL RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;DTJ 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;20000;2020 RESEAU ASB GRAND ANGLE RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;OR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;150000;2020 RESEAU ASB GRAND ANGLE RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;GRAND ANGLE SUR APPLI AR/LINFO;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;80000;2020 RESEAU ASB GRAND ANGLE RG
MARQUES & BEAUTE - 62289;MARQUES & BEAUTE - 62289;AR 2020 - RG RESEAU ARP - GRAND ANGLE - Grand Angle - 300x600;GRAND ANGLE;Confirmee;Non;12/10/2020;25/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;250000;2020 RESEAU ASB GRAND ANGLE RG
MARQUES & BEAUTE - 62290;MARQUES & BEAUTE - 62290;PRODUCTION FORMATS ;-;Confirmee;Non;12/10/2020;12/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;0;
MARQUES & BEAUTE - 62290;MARQUES & BEAUTE - 62290;PRODUCTION FORMATS;-;Confirmee;Non;12/10/2020;12/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;0;
MARQUES & BEAUTE - 62290;MARQUES & BEAUTE - 62290;PRODUCTION ARTICLE;-;Confirmee;Non;12/10/2020;12/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;0;
MARQUES & BEAUTE - 62290;MARQUES & BEAUTE - 62290;BUDGET BOOST FACEBOOK x1;-;Confirmee;Non;12/10/2020;12/10/2020;MARQUES & BEAUTE;BONJOUR Cyrille;0;
MASCARIN PARR METEO - 61131;MASCARIN PARR METEO - 61131;PORTAIL ART 2014 /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo, /Programmes/Info & Mag/Meteo - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/09/2020;30/09/2020;MASCARIN SAS;BONJOUR Cyrille;26099;
MASCARIN PARR METEO - 61131;MASCARIN PARR METEO - 61131;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/09/2020;30/09/2020;MASCARIN SAS;BONJOUR Cyrille;1958;
MASCARIN PARR METEO - 61131;MASCARIN PARR METEO - 61131;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/09/2020;30/09/2020;MASCARIN SAS;BONJOUR Cyrille;863;
MASCARIN PARR METEO - 61131;MASCARIN PARR METEO - 61131;PORTAIL ART 2014 /Linfo/Services/Meteo, /Programmes/Info & Mag/Meteo - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/09/2020;30/09/2020;MASCARIN SAS;BONJOUR Cyrille;1003;
MAUVILAC - 59698;MAUVILAC - 59698;instream video 35s DAILYMOTION;INSTREAM;Confirmee;Non;26/06/2020;05/07/2020;MAUVILAC SAS;VIRAMOUTOU David;12951;
MAUVILAC - 59698;MAUVILAC - 59698;instream video 35s m6;INSTREAM;Confirmee;Non;26/06/2020;05/07/2020;MAUVILAC SAS;VIRAMOUTOU David;12486;
MAUVILAC - 59698;MAUVILAC - 59698;instream video 35s TF1;INSTREAM;Confirmee;Non;26/06/2020;05/07/2020;MAUVILAC SAS;VIRAMOUTOU David;8894;
MAUVILAC - 59698;MAUVILAC - 59698;instream video 35s linfo/ar;INSTREAM;Confirmee;Non;26/06/2020;05/07/2020;MAUVILAC SAS;VIRAMOUTOU David;40669;
MAUVILAC 50 ANS - 61965;MAUVILAC 50 ANS - 61965;instream video 20s linfo/ar/TF1/M6/DAILYMOTION;INSTREAM;Reservee;Non;28/09/2020;04/10/2020;MAUVILAC SAS;VIRAMOUTOU David;50000;
MAUVILAC PARR TOUR CYCLISTE AR - 63073;MAUVILAC PARR TOUR CYCLISTE AR - 63073;frais technique web;-;Confirmee;Non;19/10/2020;19/10/2020;MAUVILAC SAS;VIRAMOUTOU David;0;
MAUVILAC PARR TOUR CYCLISTE AR - 63073;MAUVILAC PARR TOUR CYCLISTE AR - 63073;production ar;-;Confirmee;Non;19/10/2020;19/10/2020;MAUVILAC SAS;VIRAMOUTOU David;0;
MAUVILAC PARR TOUR CYCLISTE AR - 63073;MAUVILAC PARR TOUR CYCLISTE AR - 63073;production tv;-;Confirmee;Non;19/10/2020;19/10/2020;MAUVILAC SAS;VIRAMOUTOU David;0;
MC DONALD'S - 59929;MC DONALD'S - 59929;instream-video 15s M6;INSTREAM;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;24556;
MC DONALD'S - 59929;MC DONALD'S - 59929;instream-video 15s LINFO/AR;INSTREAM;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;76710;
MC DONALD'S - 59929;MC DONALD'S - 59929;instream-video 15s ldailymotion;INSTREAM;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;22411;
MC DONALD'S - 59929;MC DONALD'S - 59929;<instream-video 15s TF1;INSTREAM;Confirmee;Non;13/07/2020;19/07/2020;GIE RESTAURANTS REUNIS;LACOUTURE Juliette;16323;
MC3 OCEAN INDIEN - 63962;MC3 OCEAN INDIEN - 63962;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;16/11/2020;22/11/2020;MC3 OCEAN INDIEN;VIRAMOUTOU David;210000;
MILKA PA L'AMOUR EST DANS LE PRE - 61626;MILKA PA L'AMOUR EST DANS LE PRE - 61626;PORTAIL ART 2014 - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;15/09/2020;29/12/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;343660;
MILKA PA L'AMOUR EST DANS LE PRE - 61626;MILKA PA L'AMOUR EST DANS LE PRE - 61626;PORTAIL ART 2014 - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;15/09/2020;29/12/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;335054;
MILKA PA L'AMOUR EST DANS LE PRE - 61626;MILKA PA L'AMOUR EST DANS LE PRE - 61626;PORTAIL ART 2014 - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;15/09/2020;29/12/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;2390647;
MILKA PA L'AMOUR EST DANS LE PRE - 61626;MILKA PA L'AMOUR EST DANS LE PRE - 61626;PORTAIL ART 2014 /Programmes/Emissions/L'Amour est dans le pre, /Programmes/Emissions/L'Amour est dans le pre, /Programmes/Emissions/L'Amour est dans le pre - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;15/09/2020;29/12/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;49414;
MILKA PARR PACK AMOR - 60555;MILKA PARR PACK AMOR - 60555;PORTAIL ART 2014 /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Les Bracelets Rouges, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Reve_de_Jouvence, /Programmes/Series et Fictions/Seconde chance - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;21/07/2020;31/08/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;33282;
MILKA PARR PACK AMOR - 60555;MILKA PARR PACK AMOR - 60555;PORTAIL ART 2014 /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Les Bracelets Rouges, /Programmes/Series et Fictions/Les Bracelets Rouges, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Reve_de_Jouvence, /Programmes/Series et Fictions/Rev;-;Confirmee;Non;21/07/2020;31/08/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;1701066;
MILKA PARR PACK AMOR - 60555;MILKA PARR PACK AMOR - 60555;PORTAIL ART 2014 /Linfo/La Reunion/Politique, /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Les Bracelets Rouges, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Reve_de_Jouvence, /Programmes/Series et Fictions/Seconde chance - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;21/07/2020;31/08/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;23550;
MILKA PARR PACK AMOR - 60555;MILKA PARR PACK AMOR - 60555;PORTAIL ART 2014 /Programmes/Series et Fictions/Kumkum Bhagya, /Programmes/Series et Fictions/Les Bracelets Rouges, /Programmes/Series et Fictions/Les Feux de l'amour, /Programmes/Series et Fictions/Reve_de_Jouvence, /Programmes/Series et Fictions/Seconde chance - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;21/07/2020;31/08/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;57738;
MOBITEC - NOVEMBRE - 64002;MOBITEC - NOVEMBRE - 64002;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;03/11/2020;21/11/2020;BUTOR MEUBLES;NAYAGOM Alexandre;866;
MOBITEC - QUE FAIRE DE MIEUX - 62942;MOBITEC - QUE FAIRE DE MIEUX - 62942;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;05/10/2020;31/10/2020;BUTOR MEUBLES;NAYAGOM Alexandre;866;
MOBITEC - RENTREE - 60925;MOBITEC - RENTREE - 60925;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;03/08/2020;05/09/2020;BUTOR MEUBLES;NAYAGOM Alexandre;866;
MOBITEC JOYEUSE FETES DES PERES - 59675;MOBITEC JOYEUSE FETES DES PERES - 59675;OUVERTURE CATALOGUE RODZAFER;-;Confirmee;Non;17/06/2020;04/07/2020;BUTOR MEUBLES;NAYAGOM Alexandre;866;
MOBITEC SOLDES - 62004;MOBITEC SOLDES - 62004;OUVERTURE CATALOHUE RODZAFER;-;Confirmee;Non;05/09/2020;30/09/2020;BUTOR MEUBLES;AUFFRET Jerome;866;
MONDELEZ - HOLLYWOOD - 63617;MONDELEZ - HOLLYWOOD - 63617;2020 - RG INSTREAM - 2020 - INSTREAM;INSTREAM;Confirmee;Non;30/10/2020;05/11/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;102273;2020 - INSTREAM 6S AR/LINFO/TF1/M6/DAILYMOTION
MONDELEZ - PRINCE - 60569;MONDELEZ - PRINCE - 60569;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/09/2020;05/10/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;4210;2020 RESEAU ASB INTERSTITIEL RG
MONDELEZ - PRINCE - 60569;MONDELEZ - PRINCE - 60569;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;29/09/2020;05/10/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;5263;2020 RESEAU ASB INTERSTITIEL RG
MONDELEZ - PRINCE - 60569;MONDELEZ - PRINCE - 60569;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/09/2020;05/10/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;26316;2020 RESEAU ASB INTERSTITIEL RG
MONDELEZ - PRINCE - 60569;MONDELEZ - PRINCE - 60569;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;29/09/2020;05/10/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;17895;2020 RESEAU ASB INTERSTITIEL RG
MONDELEZ - PRINCE - 60569;MONDELEZ - PRINCE - 60569;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/09/2020;05/10/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;51578;2020 RESEAU ASB INTERSTITIEL RG
MONDELEZ MISS REUNION - 62425;MONDELEZ MISS REUNION - 62425;production tv;-;Confirmee;Non;30/09/2020;30/09/2020;MONDELEZ FRANCE OI;VIRAMOUTOU David;0;
MONDIAL PARE BRISE PARR KAZ PEI - 59775;MONDIAL PARE BRISE PARR KAZ PEI - 59775;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei, /Programmes/Series et Fictions/Kaz Pei - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/07/2020;31/07/2020;RUN GLASS ;LACOUTURE Juliette;308;
MONDIAL PARE BRISE PARR KAZ PEI - 59775;MONDIAL PARE BRISE PARR KAZ PEI - 59775;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/07/2020;31/07/2020;RUN GLASS ;LACOUTURE Juliette;305;
MONDIAL PARE BRISE PARR KAZ PEI - 59775;MONDIAL PARE BRISE PARR KAZ PEI - 59775;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/07/2020;31/07/2020;RUN GLASS ;LACOUTURE Juliette;181;
MONDIAL PARE BRISE PARR KAZ PEI - 59775;MONDIAL PARE BRISE PARR KAZ PEI - 59775;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/07/2020;31/07/2020;RUN GLASS ;LACOUTURE Juliette;116;
MONDIAL PARE BRISE PARR KAZ PEI - 62596;MONDIAL PARE BRISE PARR KAZ PEI - 62596;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Rectangle - 300x250 - Exclu;GRAND ANGLE;Confirmee;Non;01/10/2020;31/10/2020;RUN GLASS ;LACOUTURE Juliette;327;
MONDIAL PARE BRISE PARR KAZ PEI - 62596;MONDIAL PARE BRISE PARR KAZ PEI - 62596;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Megabannière - 728x90 - Exclu;MASTHEAD;Confirmee;Non;01/10/2020;31/10/2020;RUN GLASS ;LACOUTURE Juliette;191;
MONDIAL PARE BRISE PARR KAZ PEI - 62596;MONDIAL PARE BRISE PARR KAZ PEI - 62596;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei, /Programmes/Series et Fictions/Kaz Pei - Logo - Taille Variable - Exclu;LOGO;Confirmee;Non;01/10/2020;31/10/2020;RUN GLASS ;LACOUTURE Juliette;312;
MONDIAL PARE BRISE PARR KAZ PEI - 62596;MONDIAL PARE BRISE PARR KAZ PEI - 62596;PORTAIL ART 2014 /Programmes/Series et Fictions/Kaz Pei - Habillage - Taille variable selon le site - Exclu;HABILLAGE;Confirmee;Non;01/10/2020;31/10/2020;RUN GLASS ;LACOUTURE Juliette;116;
MR BRICOLAGE - 60211;MR BRICOLAGE - 60211;OUVERTURE CATALOGUE ;-;Confirmee;Non;24/06/2020;26/07/2020;SOREBRIC SAS - MR BRICOLAGE;AUFFRET Jerome;3333;
MR BRICOLAGE - 60346;MR BRICOLAGE - 60346;DTJ 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/07/2020;05/08/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;3368;2020 RESEAU ASB INTERSTITIEL RG
MR BRICOLAGE - 60346;MR BRICOLAGE - 60346;INTERSTITIEL SUR APPLI ACTU REUNION;INTERSTITIEL;Confirmee;Non;29/07/2020;05/08/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;4211;2020 RESEAU ASB INTERSTITIEL RG
MR BRICOLAGE - 60346;MR BRICOLAGE - 60346;OR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/07/2020;05/08/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;21053;2020 RESEAU ASB INTERSTITIEL RG
MR BRICOLAGE - 60346;MR BRICOLAGE - 60346;INTERSTITIEL SUR APPLI AR/LINFO;INTERSTITIEL;Confirmee;Non;29/07/2020;05/08/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;14316;2020 RESEAU ASB INTERSTITIEL RG
MR BRICOLAGE - 60346;MR BRICOLAGE - 60346;AR 2020 - RG RESEAU ARP - INTERSTITIEL - Interstitiel - Taille variable;INTERSTITIEL;Confirmee;Non;29/07/2020;05/08/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;41263;2020 RESEAU ASB INTERSTITIEL RG
MR BRICOLAGE - 61836;MR BRICOLAGE - 61836;MASTHEAD SUR APP ACTU RUN;MASTHEAD;Confirmee;Non;09/09/2020;16/09/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;21053;20-RESEAU ASB-MASTHEAD RG
MR BRICOLAGE - 61836;MR BRICOLAGE - 61836;OR - RG RESEAU ARP - MASTHEAD - Masthead/Billboard - 970x250;MASTHEAD;Confirmee;Non;09/09/2020;16/09/2020;SOREBRIC SAS - MR BRICOLAGE;BOURSIER Estelle;105263;20-RESEAU ASB-MASTHEAD RG
